Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Season,SeasonKey,Weight
16/09/17,Crotone,Inter,0,2,A,2017-18,17,0.7
16/09/17,Fiorentina,Bologna,2,1,H,2017-18,17,0.7
16/09/17,Roma,Verona,3,0,H,2017-18,17,0.7
17/09/17,Chievo,Atalanta,1,1,D,2017-18,17,0.7
17/09/17,Genoa,Lazio,2,3,A,2017-18,17,0.7
17/09/17,Milan,Udinese,2,1,H,2017-18,17,0.7
17/09/17,Napoli,Benevento,6,0,H,2017-18,17,0.7
17/09/17,Sassuolo,Juventus,1,3,A,2017-18,17,0.7
17/09/17,Spal,Cagliari,0,2,A,2017-18,17,0.7
17/09/17,Torino,Sampdoria,2,2,D,2017-18,17,0.7
19/09/17,Bologna,Inter,1,1,D,2017-18,17,0.7
20/09/17,Atalanta,Crotone,5,1,H,2017-18,17,0.7
20/09/17,Benevento,Roma,0,4,A,2017-18,17,0.7
20/09/17,Cagliari,Sassuolo,0,1,A,2017-18,17,0.7
20/09/17,Genoa,Chievo,1,1,D,2017-18,17,0.7
20/09/17,Juventus,Fiorentina,1,0,H,2017-18,17,0.7
20/09/17,Lazio,Napoli,1,4,A,2017-18,17,0.7
20/09/17,Milan,Spal,2,0,H,2017-18,17,0.7
20/09/17,Udinese,Torino,2,3,A,2017-18,17,0.7
20/09/17,Verona,Sampdoria,0,0,D,2017-18,17,0.7
23/09/17,Juventus,Torino,4,0,H,2017-18,17,0.7
23/09/17,Roma,Udinese,3,1,H,2017-18,17,0.7
23/09/17,Spal,Napoli,2,3,A,2017-18,17,0.7
24/09/17,Cagliari,Chievo,0,2,A,2017-18,17,0.7
24/09/17,Crotone,Benevento,2,0,H,2017-18,17,0.7
24/09/17,Fiorentina,Atalanta,1,1,D,2017-18,17,0.7
24/09/17,Inter,Genoa,1,0,H,2017-18,17,0.7
24/09/17,Sampdoria,Milan,2,0,H,2017-18,17,0.7
24/09/17,Sassuolo,Bologna,0,1,A,2017-18,17,0.7
24/09/17,Verona,Lazio,0,3,A,2017-18,17,0.7
30/09/17,Genoa,Bologna,0,1,A,2017-18,17,0.7
30/09/17,Udinese,Sampdoria,4,0,H,2017-18,17,0.7
01/10/17,Atalanta,Juventus,2,2,D,2017-18,17,0.7
01/10/17,Benevento,Inter,1,2,A,2017-18,17,0.7
01/10/17,Chievo,Fiorentina,2,1,H,2017-18,17,0.7
01/10/17,Lazio,Sassuolo,6,1,H,2017-18,17,0.7
01/10/17,Milan,Roma,0,2,A,2017-18,17,0.7
01/10/17,Napoli,Cagliari,3,0,H,2017-18,17,0.7
01/10/17,Spal,Crotone,1,1,D,2017-18,17,0.7
01/10/17,Torino,Verona,2,2,D,2017-18,17,0.7
14/10/17,Juventus,Lazio,1,2,A,2017-18,17,0.7
14/10/17,Roma,Napoli,0,1,A,2017-18,17,0.7
15/10/17,Bologna,Spal,2,1,H,2017-18,17,0.7
15/10/17,Cagliari,Genoa,2,3,A,2017-18,17,0.7
15/10/17,Crotone,Torino,2,2,D,2017-18,17,0.7
15/10/17,Fiorentina,Udinese,2,1,H,2017-18,17,0.7
15/10/17,Inter,Milan,3,2,H,2017-18,17,0.7
15/10/17,Sampdoria,Atalanta,3,1,H,2017-18,17,0.7
15/10/17,Sassuolo,Chievo,0,0,D,2017-18,17,0.7
16/10/17,Verona,Benevento,1,0,H,2017-18,17,0.7
21/10/17,Napoli,Inter,0,0,D,2017-18,17,0.7
21/10/17,Sampdoria,Crotone,5,0,H,2017-18,17,0.7
22/10/17,Atalanta,Bologna,1,0,H,2017-18,17,0.7
22/10/17,Benevento,Fiorentina,0,3,A,2017-18,17,0.7
22/10/17,Chievo,Verona,3,2,H,2017-18,17,0.7
22/10/17,Lazio,Cagliari,3,0,H,2017-18,17,0.7
22/10/17,Milan,Genoa,0,0,D,2017-18,17,0.7
22/10/17,Spal,Sassuolo,0,1,A,2017-18,17,0.7
22/10/17,Torino,Roma,0,1,A,2017-18,17,0.7
22/10/17,Udinese,Juventus,2,6,A,2017-18,17,0.7
24/10/17,Inter,Sampdoria,3,2,H,2017-18,17,0.7
25/10/17,Atalanta,Verona,3,0,H,2017-18,17,0.7
25/10/17,Bologna,Lazio,1,2,A,2017-18,17,0.7
25/10/17,Cagliari,Benevento,2,1,H,2017-18,17,0.7
25/10/17,Chievo,Milan,1,4,A,2017-18,17,0.7
25/10/17,Fiorentina,Torino,3,0,H,2017-18,17,0.7
25/10/17,Genoa,Napoli,2,3,A,2017-18,17,0.7
25/10/17,Juventus,Spal,4,1,H,2017-18,17,0.7
25/10/17,Roma,Crotone,1,0,H,2017-18,17,0.7
25/10/17,Sassuolo,Udinese,0,1,A,2017-18,17,0.7
28/10/17,Milan,Juventus,0,2,A,2017-18,17,0.7
28/10/17,Roma,Bologna,1,0,H,2017-18,17,0.7
29/10/17,Benevento,Lazio,1,5,A,2017-18,17,0.7
29/10/17,Crotone,Fiorentina,2,1,H,2017-18,17,0.7
29/10/17,Napoli,Sassuolo,3,1,H,2017-18,17,0.7
29/10/17,Sampdoria,Chievo,4,1,H,2017-18,17,0.7
29/10/17,Spal,Genoa,1,0,H,2017-18,17,0.7
29/10/17,Torino,Cagliari,2,1,H,2017-18,17,0.7
29/10/17,Udinese,Atalanta,2,1,H,2017-18,17,0.7
30/10/17,Verona,Inter,1,2,A,2017-18,17,0.7
04/11/17,Bologna,Crotone,2,3,A,2017-18,17,0.7
04/11/17,Genoa,Sampdoria,0,2,A,2017-18,17,0.7
05/11/17,Atalanta,Spal,1,1,D,2017-18,17,0.7
05/11/17,Cagliari,Verona,2,1,H,2017-18,17,0.7
05/11/17,Chievo,Napoli,0,0,D,2017-18,17,0.7
05/11/17,Fiorentina,Roma,2,4,A,2017-18,17,0.7
05/11/17,Inter,Torino,1,1,D,2017-18,17,0.7
05/11/17,Juventus,Benevento,2,1,H,2017-18,17,0.7
05/11/17,Sassuolo,Milan,0,2,A,2017-18,17,0.7
18/11/17,Napoli,Milan,2,1,H,2017-18,17,0.7
18/11/17,Roma,Lazio,2,1,H,2017-18,17,0.7
19/11/17,Benevento,Sassuolo,1,2,A,2017-18,17,0.7
19/11/17,Crotone,Genoa,0,1,A,2017-18,17,0.7
19/11/17,Inter,Atalanta,2,0,H,2017-18,17,0.7
19/11/17,Sampdoria,Juventus,3,2,H,2017-18,17,0.7
19/11/17,Spal,Fiorentina,1,1,D,2017-18,17,0.7
19/11/17,Torino,Chievo,1,1,D,2017-18,17,0.7
19/11/17,Udinese,Cagliari,0,1,A,2017-18,17,0.7
20/11/17,Verona,Bologna,2,3,A,2017-18,17,0.7
25/11/17,Bologna,Sampdoria,3,0,H,2017-18,17,0.7
25/11/17,Cagliari,Inter,1,3,A,2017-18,17,0.7
25/11/17,Chievo,Spal,2,1,H,2017-18,17,0.7
25/11/17,Sassuolo,Verona,0,2,A,2017-18,17,0.7
26/11/17,Genoa,Roma,1,1,D,2017-18,17,0.7
26/11/17,Juventus,Crotone,3,0,H,2017-18,17,0.7
26/11/17,Lazio,Fiorentina,1,1,D,2017-18,17,0.7
26/11/17,Milan,Torino,0,0,D,2017-18,17,0.7
26/11/17,Udinese,Napoli,0,1,A,2017-18,17,0.7
27/11/17,Atalanta,Benevento,1,0,H,2017-18,17,0.7
01/12/17,Napoli,Juventus,0,1,A,2017-18,17,0.7
01/12/17,Roma,Spal,3,1,H,2017-18,17,0.7
02/12/17,Torino,Atalanta,1,1,D,2017-18,17,0.7
03/12/17,Benevento,Milan,2,2,D,2017-18,17,0.7
03/12/17,Bologna,Cagliari,1,1,D,2017-18,17,0.7
03/12/17,Fiorentina,Sassuolo,3,0,H,2017-18,17,0.7
03/12/17,Inter,Chievo,5,0,H,2017-18,17,0.7
03/12/17,Sampdoria,Lazio,1,2,A,2017-18,17,0.7
04/12/17,Crotone,Udinese,0,3,A,2017-18,17,0.7
04/12/17,Verona,Genoa,0,1,A,2017-18,17,0.7
09/12/17,Cagliari,Sampdoria,2,2,D,2017-18,17,0.7
09/12/17,Juventus,Inter,0,0,D,2017-18,17,0.7
10/12/17,Chievo,Roma,0,0,D,2017-18,17,0.7
10/12/17,Milan,Bologna,2,1,H,2017-18,17,0.7
10/12/17,Napoli,Fiorentina,0,0,D,2017-18,17,0.7
10/12/17,Sassuolo,Crotone,2,1,H,2017-18,17,0.7
10/12/17,Spal,Verona,2,2,D,2017-18,17,0.7
10/12/17,Udinese,Benevento,2,0,H,2017-18,17,0.7
11/12/17,Lazio,Torino,1,3,A,2017-18,17,0.7
12/12/17,Genoa,Atalanta,1,2,A,2017-18,17,0.7
16/12/17,Inter,Udinese,1,3,A,2017-18,17,0.7
16/12/17,Roma,Cagliari,1,0,H,2017-18,17,0.7
16/12/17,Torino,Napoli,1,3,A,2017-18,17,0.7
17/12/17,Atalanta,Lazio,3,3,D,2017-18,17,0.7
17/12/17,Benevento,Spal,1,2,A,2017-18,17,0.7
17/12/17,Bologna,Juventus,0,3,A,2017-18,17,0.7
17/12/17,Crotone,Chievo,1,0,H,2017-18,17,0.7
17/12/17,Fiorentina,Genoa,0,0,D,2017-18,17,0.7
17/12/17,Sampdoria,Sassuolo,0,1,A,2017-18,17,0.7
17/12/17,Verona,Milan,3,0,H,2017-18,17,0.7
22/12/17,Cagliari,Fiorentina,0,1,A,2017-18,17,0.7
22/12/17,Chievo,Bologna,2,3,A,2017-18,17,0.7
23/12/17,Genoa,Benevento,1,0,H,2017-18,17,0.7
23/12/17,Juventus,Roma,1,0,H,2017-18,17,0.7
23/12/17,Lazio,Crotone,4,0,H,2017-18,17,0.7
23/12/17,Milan,Atalanta,0,2,A,2017-18,17,0.7
23/12/17,Napoli,Sampdoria,3,2,H,2017-18,17,0.7
23/12/17,Sassuolo,Inter,1,0,H,2017-18,17,0.7
23/12/17,Spal,Torino,2,2,D,2017-18,17,0.7
23/12/17,Udinese,Verona,4,0,H,2017-18,17,0.7
29/12/17,Crotone,Napoli,0,1,A,2017-18,17,0.7
30/12/17,Atalanta,Cagliari,1,2,A,2017-18,17,0.7
30/12/17,Benevento,Chievo,1,0,H,2017-18,17,0.7
30/12/17,Bologna,Udinese,1,2,A,2017-18,17,0.7
30/12/17,Fiorentina,Milan,1,1,D,2017-18,17,0.7
30/12/17,Inter,Lazio,0,0,D,2017-18,17,0.7
30/12/17,Roma,Sassuolo,1,1,D,2017-18,17,0.7
30/12/17,Sampdoria,Spal,2,0,H,2017-18,17,0.7
30/12/17,Torino,Genoa,0,0,D,2017-18,17,0.7
30/12/17,Verona,Juventus,1,3,A,2017-18,17,0.7
05/01/18,Chievo,Udinese,1,1,D,2017-18,17,0.7
05/01/18,Fiorentina,Inter,1,1,D,2017-18,17,0.7
06/01/18,Benevento,Sampdoria,3,2,H,2017-18,17,0.7
06/01/18,Cagliari,Juventus,0,1,A,2017-18,17,0.7
06/01/18,Genoa,Sassuolo,1,0,H,2017-18,17,0.7
06/01/18,Milan,Crotone,1,0,H,2017-18,17,0.7
06/01/18,Napoli,Verona,2,0,H,2017-18,17,0.7
06/01/18,Roma,Atalanta,1,2,A,2017-18,17,0.7
06/01/18,Spal,Lazio,2,5,A,2017-18,17,0.7
06/01/18,Torino,Bologna,3,0,H,2017-18,17,0.7
21/01/18,Atalanta,Napoli,0,1,A,2017-18,17,0.7
21/01/18,Bologna,Benevento,3,0,H,2017-18,17,0.7
21/01/18,Cagliari,Milan,1,2,A,2017-18,17,0.7
21/01/18,Inter,Roma,1,1,D,2017-18,17,0.7
21/01/18,Lazio,Chievo,5,1,H,2017-18,17,0.7
21/01/18,Sampdoria,Fiorentina,3,1,H,2017-18,17,0.7
21/01/18,Sassuolo,Torino,1,1,D,2017-18,17,0.7
21/01/18,Udinese,Spal,1,1,D,2017-18,17,0.7
21/01/18,Verona,Crotone,0,3,A,2017-18,17,0.7
22/01/18,Juventus,Genoa,1,0,H,2017-18,17,0.7
24/01/18,Lazio,Udinese,3,0,H,2017-18,17,0.7
24/01/18,Sampdoria,Roma,1,1,D,2017-18,17,0.7
27/01/18,Chievo,Juventus,0,2,A,2017-18,17,0.7
27/01/18,Sassuolo,Atalanta,0,3,A,2017-18,17,0.7
28/01/18,Crotone,Cagliari,1,1,D,2017-18,17,0.7
28/01/18,Fiorentina,Verona,1,4,A,2017-18,17,0.7
28/01/18,Genoa,Udinese,0,1,A,2017-18,17,0.7
28/01/18,Milan,Lazio,2,1,H,2017-18,17,0.7
28/01/18,Napoli,Bologna,3,1,H,2017-18,17,0.7
28/01/18,Roma,Sampdoria,0,1,A,2017-18,17,0.7
28/01/18,Spal,Inter,1,1,D,2017-18,17,0.7
28/01/18,Torino,Benevento,3,0,H,2017-18,17,0.7
03/02/18,Inter,Crotone,1,1,D,2017-18,17,0.7
03/02/18,Sampdoria,Torino,1,1,D,2017-18,17,0.7
04/02/18,Atalanta,Chievo,1,0,H,2017-18,17,0.7
04/02/18,Benevento,Napoli,0,2,A,2017-18,17,0.7
04/02/18,Bologna,Fiorentina,1,2,A,2017-18,17,0.7
04/02/18,Cagliari,Spal,2,0,H,2017-18,17,0.7
04/02/18,Juventus,Sassuolo,7,0,H,2017-18,17,0.7
04/02/18,Udinese,Milan,1,1,D,2017-18,17,0.7
04/02/18,Verona,Roma,0,1,A,2017-18,17,0.7
05/02/18,Lazio,Genoa,1,2,A,2017-18,17,0.7
09/02/18,Fiorentina,Juventus,0,2,A,2017-18,17,0.7
10/02/18,Crotone,Atalanta,1,1,D,2017-18,17,0.7
10/02/18,Napoli,Lazio,4,1,H,2017-18,17,0.7
10/02/18,Spal,Milan,0,4,A,2017-18,17,0.7
11/02/18,Chievo,Genoa,0,1,A,2017-18,17,0.7
11/02/18,Inter,Bologna,2,1,H,2017-18,17,0.7
11/02/18,Roma,Benevento,5,2,H,2017-18,17,0.7
11/02/18,Sampdoria,Verona,2,0,H,2017-18,17,0.7
11/02/18,Sassuolo,Cagliari,0,0,D,2017-18,17,0.7
11/02/18,Torino,Udinese,2,0,H,2017-18,17,0.7
17/02/18,Chievo,Cagliari,2,1,H,2017-18,17,0.7
17/02/18,Genoa,Inter,2,0,H,2017-18,17,0.7
17/02/18,Udinese,Roma,0,2,A,2017-18,17,0.7
18/02/18,Atalanta,Fiorentina,1,1,D,2017-18,17,0.7
18/02/18,Benevento,Crotone,3,2,H,2017-18,17,0.7
18/02/18,Bologna,Sassuolo,2,1,H,2017-18,17,0.7
18/02/18,Milan,Sampdoria,1,0,H,2017-18,17,0.7
18/02/18,Napoli,Spal,1,0,H,2017-18,17,0.7
18/02/18,Torino,Juventus,0,1,A,2017-18,17,0.7
19/02/18,Lazio,Verona,2,0,H,2017-18,17,0.7
24/02/18,Bologna,Genoa,2,0,H,2017-18,17,0.7
24/02/18,Inter,Benevento,2,0,H,2017-18,17,0.7
25/02/18,Crotone,Spal,2,3,A,2017-18,17,0.7
25/02/18,Fiorentina,Chievo,1,0,H,2017-18,17,0.7
25/02/18,Roma,Milan,0,2,A,2017-18,17,0.7
25/02/18,Sampdoria,Udinese,2,1,H,2017-18,17,0.7
25/02/18,Sassuolo,Lazio,0,3,A,2017-18,17,0.7
25/02/18,Verona,Torino,2,1,H,2017-18,17,0.7
26/02/18,Cagliari,Napoli,0,5,A,2017-18,17,0.7
03/03/18,Lazio,Juventus,0,1,A,2017-18,17,0.7
03/03/18,Napoli,Roma,2,4,A,2017-18,17,0.7
03/03/18,Spal,Bologna,1,0,H,2017-18,17,0.7
09/03/18,Roma,Torino,3,0,H,2017-18,17,0.7
10/03/18,Verona,Chievo,1,0,H,2017-18,17,0.7
11/03/18,Bologna,Atalanta,0,1,A,2017-18,17,0.7
11/03/18,Cagliari,Lazio,2,2,D,2017-18,17,0.7
11/03/18,Crotone,Sampdoria,4,1,H,2017-18,17,0.7
11/03/18,Fiorentina,Benevento,1,0,H,2017-18,17,0.7
11/03/18,Genoa,Milan,0,1,A,2017-18,17,0.7
11/03/18,Inter,Napoli,0,0,D,2017-18,17,0.7
11/03/18,Juventus,Udinese,2,0,H,2017-18,17,0.7
11/03/18,Sassuolo,Spal,1,1,D,2017-18,17,0.7
14/03/18,Juventus,Atalanta,2,0,H,2017-18,17,0.7
17/03/18,Spal,Juventus,0,0,D,2017-18,17,0.7
17/03/18,Udinese,Sassuolo,1,2,A,2017-18,17,0.7
18/03/18,Benevento,Cagliari,1,2,A,2017-18,17,0.7
18/03/18,Crotone,Roma,0,2,A,2017-18,17,0.7
18/03/18,Lazio,Bologna,1,1,D,2017-18,17,0.7
18/03/18,Milan,Chievo,3,2,H,2017-18,17,0.7
18/03/18,Napoli,Genoa,1,0,H,2017-18,17,0.7
18/03/18,Sampdoria,Inter,0,5,A,2017-18,17,0.7
18/03/18,Torino,Fiorentina,1,2,A,2017-18,17,0.7
18/03/18,Verona,Atalanta,0,5,A,2017-18,17,0.7
31/03/18,Atalanta,Udinese,2,0,H,2017-18,17,0.7
31/03/18,Bologna,Roma,1,1,D,2017-18,17,0.7
31/03/18,Cagliari,Torino,0,4,A,2017-18,17,0.7
31/03/18,Chievo,Sampdoria,2,1,H,2017-18,17,0.7
31/03/18,Fiorentina,Crotone,2,0,H,2017-18,17,0.7
31/03/18,Genoa,Spal,1,1,D,2017-18,17,0.7
31/03/18,Inter,Verona,3,0,H,2017-18,17,0.7
31/03/18,Juventus,Milan,3,1,H,2017-18,17,0.7
31/03/18,Lazio,Benevento,6,2,H,2017-18,17,0.7
31/03/18,Sassuolo,Napoli,1,1,D,2017-18,17,0.7
03/04/18,Atalanta,Sampdoria,1,2,A,2017-18,17,0.7
03/04/18,Genoa,Cagliari,2,1,H,2017-18,17,0.7
03/04/18,Udinese,Fiorentina,0,2,A,2017-18,17,0.7
04/04/18,Benevento,Verona,3,0,H,2017-18,17,0.7
04/04/18,Chievo,Sassuolo,1,1,D,2017-18,17,0.7
04/04/18,Milan,Inter,0,0,D,2017-18,17,0.7
04/04/18,Torino,Crotone,4,1,H,2017-18,17,0.7
07/04/18,Benevento,Juventus,2,4,A,2017-18,17,0.7
07/04/18,Roma,Fiorentina,0,2,A,2017-18,17,0.7
07/04/18,Sampdoria,Genoa,0,0,D,2017-18,17,0.7
07/04/18,Spal,Atalanta,1,1,D,2017-18,17,0.7
08/04/18,Crotone,Bologna,1,0,H,2017-18,17,0.7
08/04/18,Milan,Sassuolo,1,1,D,2017-18,17,0.7
08/04/18,Napoli,Chievo,2,1,H,2017-18,17,0.7
08/04/18,Torino,Inter,1,0,H,2017-18,17,0.7
08/04/18,Udinese,Lazio,1,2,A,2017-18,17,0.7
08/04/18,Verona,Cagliari,1,0,H,2017-18,17,0.7
14/04/18,Atalanta,Inter,0,0,D,2017-18,17,0.7
14/04/18,Cagliari,Udinese,2,1,H,2017-18,17,0.7
14/04/18,Chievo,Torino,0,0,D,2017-18,17,0.7
14/04/18,Genoa,Crotone,1,0,H,2017-18,17,0.7
15/04/18,Bologna,Verona,2,0,H,2017-18,17,0.7
15/04/18,Fiorentina,Spal,0,0,D,2017-18,17,0.7
15/04/18,Juventus,Sampdoria,3,0,H,2017-18,17,0.7
15/04/18,Lazio,Roma,0,0,D,2017-18,17,0.7
15/04/18,Milan,Napoli,0,0,D,2017-18,17,0.7
15/04/18,Sassuolo,Benevento,2,2,D,2017-18,17,0.7
17/04/18,Inter,Cagliari,4,0,H,2017-18,17,0.7
18/04/18,Benevento,Atalanta,0,3,A,2017-18,17,0.7
18/04/18,Crotone,Juventus,1,1,D,2017-18,17,0.7
18/04/18,Fiorentina,Lazio,3,4,A,2017-18,17,0.7
18/04/18,Napoli,Udinese,4,2,H,2017-18,17,0.7
18/04/18,Roma,Genoa,2,1,H,2017-18,17,0.7
18/04/18,Sampdoria,Bologna,1,0,H,2017-18,17,0.7
18/04/18,Spal,Chievo,0,0,D,2017-18,17,0.7
18/04/18,Torino,Milan,1,1,D,2017-18,17,0.7
18/04/18,Verona,Sassuolo,0,1,A,2017-18,17,0.7
21/04/18,Milan,Benevento,0,1,A,2017-18,17,0.7
21/04/18,Sassuolo,Fiorentina,1,0,H,2017-18,17,0.7
21/04/18,Spal,Roma,0,3,A,2017-18,17,0.7
22/04/18,Atalanta,Torino,2,1,H,2017-18,17,0.7
22/04/18,Cagliari,Bologna,0,0,D,2017-18,17,0.7
22/04/18,Chievo,Inter,1,2,A,2017-18,17,0.7
22/04/18,Juventus,Napoli,0,1,A,2017-18,17,0.7
22/04/18,Lazio,Sampdoria,4,0,H,2017-18,17,0.7
22/04/18,Udinese,Crotone,1,2,A,2017-18,17,0.7
23/04/18,Genoa,Verona,3,1,H,2017-18,17,0.7
28/04/18,Inter,Juventus,2,3,A,2017-18,17,0.7
28/04/18,Roma,Chievo,4,1,H,2017-18,17,0.7
29/04/18,Atalanta,Genoa,3,1,H,2017-18,17,0.7
29/04/18,Benevento,Udinese,3,3,D,2017-18,17,0.7
29/04/18,Bologna,Milan,1,2,A,2017-18,17,0.7
29/04/18,Crotone,Sassuolo,4,1,H,2017-18,17,0.7
29/04/18,Fiorentina,Napoli,3,0,H,2017-18,17,0.7
29/04/18,Sampdoria,Cagliari,4,1,H,2017-18,17,0.7
29/04/18,Torino,Lazio,0,1,A,2017-18,17,0.7
29/04/18,Verona,Spal,1,3,A,2017-18,17,0.7
05/05/18,Juventus,Bologna,3,1,H,2017-18,17,0.7
05/05/18,Milan,Verona,4,1,H,2017-18,17,0.7
06/05/18,Cagliari,Roma,0,1,A,2017-18,17,0.7
06/05/18,Chievo,Crotone,2,1,H,2017-18,17,0.7
06/05/18,Genoa,Fiorentina,2,3,A,2017-18,17,0.7
06/05/18,Lazio,Atalanta,1,1,D,2017-18,17,0.7
06/05/18,Napoli,Torino,2,2,D,2017-18,17,0.7
06/05/18,Sassuolo,Sampdoria,1,0,H,2017-18,17,0.7
06/05/18,Spal,Benevento,2,0,H,2017-18,17,0.7
06/05/18,Udinese,Inter,0,4,A,2017-18,17,0.7
12/05/18,Benevento,Genoa,1,0,H,2017-18,17,0.7
12/05/18,Inter,Sassuolo,1,2,A,2017-18,17,0.7
13/05/18,Atalanta,Milan,1,1,D,2017-18,17,0.7
13/05/18,Bologna,Chievo,1,2,A,2017-18,17,0.7
13/05/18,Crotone,Lazio,2,2,D,2017-18,17,0.7
13/05/18,Fiorentina,Cagliari,0,1,A,2017-18,17,0.7
13/05/18,Roma,Juventus,0,0,D,2017-18,17,0.7
13/05/18,Sampdoria,Napoli,0,2,A,2017-18,17,0.7
13/05/18,Torino,Spal,2,1,H,2017-18,17,0.7
13/05/18,Verona,Udinese,0,1,A,2017-18,17,0.7
19/05/18,Juventus,Verona,2,1,H,2017-18,17,0.7
20/05/18,Cagliari,Atalanta,1,0,H,2017-18,17,0.7
20/05/18,Chievo,Benevento,1,0,H,2017-18,17,0.7
20/05/18,Genoa,Torino,1,2,A,2017-18,17,0.7
20/05/18,Lazio,Inter,2,3,A,2017-18,17,0.7
20/05/18,Milan,Fiorentina,5,1,H,2017-18,17,0.7
20/05/18,Napoli,Crotone,2,1,H,2017-18,17,0.7
20/05/18,Sassuolo,Roma,0,1,A,2017-18,17,0.7
20/05/18,Spal,Sampdoria,3,1,H,2017-18,17,0.7
20/05/18,Udinese,Bologna,1,0,H,2017-18,17,0.7
18/08/2018,Chievo,Juventus,2,3,A,2018-19,18,0.8
18/08/2018,Lazio,Napoli,1,2,A,2018-19,18,0.8
19/08/2018,Bologna,Spal,0,1,A,2018-19,18,0.8
19/08/2018,Empoli,Cagliari,2,0,H,2018-19,18,0.8
19/08/2018,Parma,Udinese,2,2,D,2018-19,18,0.8
19/08/2018,Sassuolo,Inter,1,0,H,2018-19,18,0.8
19/08/2018,Torino,Roma,0,1,A,2018-19,18,0.8
20/08/2018,Atalanta,Frosinone,4,0,H,2018-19,18,0.8
25/08/2018,Juventus,Lazio,2,0,H,2018-19,18,0.8
25/08/2018,Napoli,Milan,3,2,H,2018-19,18,0.8
26/08/2018,Cagliari,Sassuolo,2,2,D,2018-19,18,0.8
26/08/2018,Fiorentina,Chievo,6,1,H,2018-19,18,0.8
26/08/2018,Frosinone,Bologna,0,0,D,2018-19,18,0.8
26/08/2018,Genoa,Empoli,2,1,H,2018-19,18,0.8
26/08/2018,Inter,Torino,2,2,D,2018-19,18,0.8
26/08/2018,Spal,Parma,1,0,H,2018-19,18,0.8
26/08/2018,Udinese,Sampdoria,1,0,H,2018-19,18,0.8
27/08/2018,Roma,Atalanta,3,3,D,2018-19,18,0.8
31/08/2018,Milan,Roma,2,1,H,2018-19,18,0.8
01/09/2018,Bologna,Inter,0,3,A,2018-19,18,0.8
01/09/2018,Parma,Juventus,1,2,A,2018-19,18,0.8
02/09/2018,Atalanta,Cagliari,0,1,A,2018-19,18,0.8
02/09/2018,Chievo,Empoli,0,0,D,2018-19,18,0.8
02/09/2018,Fiorentina,Udinese,1,0,H,2018-19,18,0.8
02/09/2018,Lazio,Frosinone,1,0,H,2018-19,18,0.8
02/09/2018,Sampdoria,Napoli,3,0,H,2018-19,18,0.8
02/09/2018,Sassuolo,Genoa,5,3,H,2018-19,18,0.8
02/09/2018,Torino,Spal,1,0,H,2018-19,18,0.8
15/09/2018,Frosinone,Sampdoria,0,5,A,2018-19,18,0.8
15/09/2018,Inter,Parma,0,1,A,2018-19,18,0.8
15/09/2018,Napoli,Fiorentina,1,0,H,2018-19,18,0.8
16/09/2018,Cagliari,Milan,1,1,D,2018-19,18,0.8
16/09/2018,Empoli,Lazio,0,1,A,2018-19,18,0.8
16/09/2018,Genoa,Bologna,1,0,H,2018-19,18,0.8
16/09/2018,Juventus,Sassuolo,2,1,H,2018-19,18,0.8
16/09/2018,Roma,Chievo,2,2,D,2018-19,18,0.8
16/09/2018,Udinese,Torino,1,1,D,2018-19,18,0.8
17/09/2018,Spal,Atalanta,2,0,H,2018-19,18,0.8
19/09/2018,Sampdoria,Fiorentina,1,1,D,2018-19,18,0.8
21/09/2018,Sassuolo,Empoli,3,1,H,2018-19,18,0.8
22/09/2018,Fiorentina,Spal,3,0,H,2018-19,18,0.8
22/09/2018,Parma,Cagliari,2,0,H,2018-19,18,0.8
22/09/2018,Sampdoria,Inter,0,1,A,2018-19,18,0.8
23/09/2018,Bologna,Roma,2,0,H,2018-19,18,0.8
23/09/2018,Chievo,Udinese,0,2,A,2018-19,18,0.8
23/09/2018,Frosinone,Juventus,0,2,A,2018-19,18,0.8
23/09/2018,Lazio,Genoa,4,1,H,2018-19,18,0.8
23/09/2018,Milan,Atalanta,2,2,D,2018-19,18,0.8
23/09/2018,Torino,Napoli,1,3,A,2018-19,18,0.8
25/09/2018,Inter,Fiorentina,2,1,H,2018-19,18,0.8
26/09/2018,Atalanta,Torino,0,0,D,2018-19,18,0.8
26/09/2018,Cagliari,Sampdoria,0,0,D,2018-19,18,0.8
26/09/2018,Genoa,Chievo,2,0,H,2018-19,18,0.8
26/09/2018,Juventus,Bologna,2,0,H,2018-19,18,0.8
26/09/2018,Napoli,Parma,3,0,H,2018-19,18,0.8
26/09/2018,Roma,Frosinone,4,0,H,2018-19,18,0.8
26/09/2018,Udinese,Lazio,1,2,A,2018-19,18,0.8
27/09/2018,Empoli,Milan,1,1,D,2018-19,18,0.8
27/09/2018,Spal,Sassuolo,0,2,A,2018-19,18,0.8
29/09/2018,Inter,Cagliari,2,0,H,2018-19,18,0.8
29/09/2018,Juventus,Napoli,3,1,H,2018-19,18,0.8
29/09/2018,Roma,Lazio,3,1,H,2018-19,18,0.8
30/09/2018,Bologna,Udinese,2,1,H,2018-19,18,0.8
30/09/2018,Chievo,Torino,0,1,A,2018-19,18,0.8
30/09/2018,Fiorentina,Atalanta,2,0,H,2018-19,18,0.8
30/09/2018,Frosinone,Genoa,1,2,A,2018-19,18,0.8
30/09/2018,Parma,Empoli,1,0,H,2018-19,18,0.8
